Chr Start End Gene
8 262747 265756 FAM90A23
8 7546 10944 ADAM9
8 313730 330751 LOC100130964
8 335202 480685 ADAM18
8 56690 71368 LINC01606
8 99640 105025 LOC286177
8 117957 123145 LINC00588
8 4306 9957 LINC00824
8 7103 11175 LINC01300
8 23024 33840 GPR20
8 56422 59173 ASTILCS
8 107576 110399 LOC107983985
8 22610 22681 MIR1302-7
8 8817 12697 LY6E
8 29497 44591 LY6S-AS1
8 31127 35998 LY6S
8 76196 79022 LY6L
8 5375 31487 ZC3H3
8 43427 53102 GSDMD
8 46859 48311 LOC100310756
8 87871 93264 TIGD5
8 93250 99615 PYCR3
8 102434 109736 LOC105375798
8 102658 108088 GFUS
8 161526 172432 ZNF707
8 174162 175460 LINC02878
8 183741 185156 CCDC166
8 185098 190945 LOC101928160
8 200980 210826 FAM83H
8 210130 210200 MIR4664
8 267972 292820 SCRIB
8 290004 290089 MIR937
8 293391 304748 PUF60
9 21985 70597 APBA1
9 19469 158535 MAMDC2
9 129008 157856 MAMDC2-AS1
9 79930 376338 PLPPR1
9 421209 432266 BAAT
10 105082 106563 LINC02673
10 158767 175993 PTCHD3
10 285399 293952 LOC102724323
10 295416 305254 MARCHF8
11 3534 21040 PTDSS2
11 61883 65217 HRAS
11 88921 89762 LMNTD2-AS1
11 90626 93681 RASSF7
11 95312 98112 MIR210HG
11 97744 97853 MIR210
11 103465 105541 LOC143666
11 156208 157080 SCT
11 167142 170577 DRD4
11 176100 206711 DEAF1
11 54978 81421 KRTAP5-AS1
11 66579 67520 KRTAP5-1
11 79414 80531 KRTAP5-2
11 89802 90700 KRTAP5-3
11 103195 104375 KRTAP5-4
11 112012 113167 KRTAP5-5
11 147836 150093 FAM99A
11 165507 167866 FAM99B
11 169867 176977 LINC02708
11 1031 81270 KCNQ1
11 72299 93727 KCNQ1-AS1
11 102228 104278 KCNQ1DN
11 115397 117985 CDKN1C
11 119555 135790 SLC22A18AS
11 160388 161535 PHLDA2
11 175485 223399 NAP1L4
11 194823 194945 SNORA54
11 260451 272285 CARS1-AS1
11 16842 17810 OR5P2
11 45686 51708 OR5P3
11 82267 137456 LOC283299
11 156093 162769 OR10A6
11 168672 173209 OR10A3
11 189038 196948 NLRP10
11 19734 25971 OR8J2
11 42031 45004 OR5T2
11 63003 63971 OR5T3
11 84903 87568 OR5T1
11 99211 103003 OR8H1
11 125893 131388 OR8K3
11 156788 157747 OR8K1
11 165040 172260 OR8J1
11 186374 187333 OR8U8
11 193979 194908 OR8U9
11 5861 10641 OR9G1
11 18234 19151 OR9G9
11 59065 66539 OR9G4
11 61715 61823 MIR6128
11 3030 6272 LOC338694
11 67112 67707 LOC105369367
11 174570 186111 LINC02697
12 26667 28135 FAM138D
12 60782 165345 IQSEC3
12 100539 105776 IQSEC3-AS2
12 131426 143184 LOC574538
12 158635 161722 IQSEC3-AS1
12 238 1333 TAS2R7
12 4757 5992 TAS2R8
12 7800 8874 TAS2R9
12 23925 25064 TAS2R10
12 44555 402279 PRH1-PRR4
12 44555 48181 PRR4
12 79671 402265 PRH1
12 106632 108268 TAS2R13
12 136116 402265 PRH1-TAS2R14
12 136116 137969 TAS2R14
12 184619 185618 TAS2R50
12 194667 197010 TAS2R20
12 220325 221326 TAS2R19
12 229093 230113 TAS2R31
12 260071 261000 TAS2R46
12 290014 291040 TAS2R43
12 327525 328424 TAS2R45
12 363612 365298 TAS2R30
12 401848 406670 SMIM10L1
12 20912 25493 PRB2
12 1 737 LINC02367
12 215110 216739 FLJ13224
12 4204 4864 LINC02403
12 165751 166469 GIHCG
12 135832 152874 ANO4
12 177 109264 DNAH10
12 100599 108528 DNAH10OS
12 109170 119347 CCDC92
12 136864 139910 LOC101927531
12 179637 180542 LINC02825
13 39750 41749 LINC00417
13 489 133501 ATP8A2
13 14459 18126 LINC01070
13 73851 90118 LOC101928730
13 114540 122742 LINC01043
13 123543 132195 LINC01044
13 285981 305687 TUBGCP3
13 4331 11261 GRK1
13 22003 24579 LINC00552
14 44834 199881 CATSPERB
14 247541 304250 TC2N
14 5972 8070 LINC02833
14 20259 22044 LINC02287
14 182014 186714 ITPK1-AS1
14 296761 299459 MOAP1
14 299536 303025 LYSET
14 317456 321627 GON7
14 321818 343777 UBR7
14 461744 462918 COX8C
14 1019292 1040934 FAM181A-AS1
14 1033456 1044170 FAM181A
14 1062788 1062864 MIR4506
14 1140902 1163492 OTUB2
14 1162849 1195764 DDX24
14 1195872 1217271 IFI27L1
14 1242343 1244166 IFI27L2
14 1478202 1488979 SERPINA2
14 1 1316 LOC105370697
14 88885 88949 MIR8071-1
14 107937 108001 MIR8071-2
14 325282 325341 MIR4539
14 325893 325944 MIR4507
14 325934 326011 MIR4538
14 327253 327322 MIR4537
14 385748 400411 FAM30A
14 755443 756141 LINC00226
14 974118 987194 LINC00221
14 1342059 1342173 MIR5195
15 164332 164406 MIR3118-3
15 271844 271925 MIR5701-2
15 310612 405685 LINC02203
15 403073 404156 OR4M2B
15 459044 459371 FAM30C
15 103093 112824 LOC124907501
15 744 77893 CYFIP1
15 227574 237330 GOLGA6L1
15 298335 298428 MIR4509-1
15 35810 46029 GOLGA6L24
15 125751 125844 MIR4509-2
15 190332 190425 MIR4509-3
15 253148 263359 GOLGA6L25
15 4669 34672 PATL2
15 41192 41241 MIR10393
15 59905 91198 TRIM69
15 850 357705 MEGF11
15 132051 132150 MIR4311
15 382450 383011 DIS3L-AS1
15 52777 59552 GOLGA6L10
15 123160 126521 LOC103171574
15 129001 138515 GOLGA6L4
15 218901 228233 GOLGA6L9
15 232417 233944 LOC102724034
15 325856 329563 RPS17
15 332306 430793 CPEB1
16 1031 11628 DECR2
16 129515 130075 LINC00235
16 130380 130698 CAPN15
16 8416 14362 LINC00254
16 19242 20561 LINC02124
16 15125 39959 GLIS2
16 25012 28704 GLIS2-AS1
16 40615 118919 CORO7-PAM16
16 40615 53645 PAM16
16 56867 118919 CORO7
16 74171 85861 VASN
16 212992 216989 CDIP1
16 507515 507667 MIR3180-4
16 510466 510549 MIR4516
16 528363 528433 MIR6511B2
16 537683 791405 NPIPA8
16 560537 575265 LOC100505915
16 575341 609658 RRN3
16 659287 659363 MIR1972-2
16 705067 760109 PKD1
16 717619 736347 NPIPA9
16 738858 738917 MIR6770-1
16 744304 745837 LOC100288162
16 745584 745650 MIR6511A1
16 760273 760366 MIR3180-3
16 763812 763876 MIR3670-3
16 770007 770090 MIR3179-3
16 849671 849747 MIR1972-1
16 875612 875705 MIR3180-1
16 879136 879200 MIR3670-1
16 885326 885409 MIR3179-1
16 890754 953120 NOMO1
16 1053717 1246252 MPV17L-BMERB1
16 1053717 1071250 MPV17L
16 1092565 1246252 BMERB1
16 1269043 1269108 MIR6506
16 1301305 1301383 MIR484
16 1523718 1546604 CEP20
16 1807491 1881489 ABCC6
16 1958164 1958247 MIR3179-2
16 1964375 1964439 MIR3670-2
16 1967850 1967937 MIR3180-2
16 1982561 1982627 MIR6511A2
16 1988487 1988546 MIR6770-2
16 1991058 2009775 LOC131675794
16 2028065 2028131 MIR6511A3
16 2040187 2055014 NPIPA7
16 70051 179945 CES5A
16 16258 42666 SNTB2
16 60815 86658 UTP4
17 77569 79067 SCGB1C2
17 122756 126183 LINC02091
17 157431 324250 RPH3AL
17 302954 304923 RPH3AL-AS1
17 3030 19023 NXN
17 36376 42918 TIMM22
17 42766 231744 ABR
17 61723 61806 MIR3183
17 226099 234833 ABR-AS1
17 286301 342248 YWHAE
17 362719 379185 CRK
17 1 58862 SLC43A2
17 63886 75760 SCARF1
17 76178 79894 RILP
17 132844 140405 TLCD2
17 141532 146300 MIR22HG
17 143931 144015 MIR22
17 397 30173 MMP28
17 44016 81774 TAF15
17 106023 114892 CCL5
17 169050 178245 LYZL6
17 217852 221293 CCL14
17 218220 236612 CCL15-CCL14
17 232146 236120 CCL15
17 247626 252537 CCL23
17 299160 306920 CCL18
17 309501 324736 CCL3-AS1
17 323130 325017 CCL3
17 338748 340535 CCL4
17 429773 431662 CCL3L3
17 663516 674425 TBC1D3F
17 721585 734216 ZNHIT3
17 769891 774207 PIGW
17 1098000 1173025 LHX1-DT
17 1270107 1270175 MIR2909
17 1480782 1480956 SNORA90
17 1854041 1854149 MIR378J
17 1882032 1890913 LOC105371756
17 2216776 2227686 TBC1D3
17 2332199 2358159 MRPL45
17 2359519 2378904 GPR179
17 2707022 2710276 EPOP
17 2736463 2740063 LOC105371763
17 2737581 2737650 MIR4734
17 2740592 2765114 MLLT6
17 2755010 2755067 MIR4726
17 2765660 2770924 CISD3
17 2784353 2787071 LOC100287808
17 2788060 2799544 PSMB3
17 2861157 2861211 MIR4727
17 2870405 2876757 SPMAP1
17 10571 16491 KRT12
17 25157 34510 KRT20
17 107812 116343 KRT39
17 142825 143559 KRTAP3-3
17 148588 149301 KRTAP3-2
17 157916 158523 KRTAP3-1
17 175421 176603 KRTAP1-5
17 178746 179590 KRTAP1-4
17 183279 184269 KRTAP1-3
17 189934 190843 KRTAP1-1
17 195934 196709 KRTAP2-1
17 208738 209612 KRTAP2-3
17 214614 215377 KRTAP2-4
17 233671 234813 LOC100996750
17 246639 247812 KRTAP4-8
17 251189 251896 KRTAP4-16
17 255076 256175 KRTAP4-9
17 266931 268123 KRTAP4-11
17 272827 273918 KRTAP4-12
17 4259 5284 KRTAP29-1
17 40474 41469 KRTAP9-9
17 46203 47169 KRTAP9-4
17 63335 64340 KRTAP9-3
17 69136 70140 KRTAP9-2
17 8351 12389 KRT37
17 20348 30520 LOC100505782
17 35353 39240 KRT31
17 57958 62596 KRT34
17 70448 76763 KRT33B
17 124551 125349 KRTAP17-1
17 130952 132561 KRTAP16-1
17 165799 165871 MIR4315-1
17 590243 593393 KANSL1-AS1
17 788696 789140 STH
17 889441 892431 MAPT-IT1
17 892701 944825 MAPT-AS1
17 941114 943300 SPPL2C
17 952322 1168458 LINC02210-CRHR1
17 952322 1003850 CRHR1
17 1141731 1168475 LINC02210
17 1233078 1569269 LRRC37A3
17 1576739 1743341 NSF
17 1748384 1804419 WNT3
17 44707 50238 LACAT1
17 64677 72790 SEPTIN9-DT
17 78828 79107 SEPTIN9
17 8456 24216 METRNL
17 155511 177989 TBCD
18 82853 101975 SKA1
18 152314 162447 DSEL
18 41670 44806 LINC01896
18 44933 64085 SALL3
18 16161 25897 LOC284240
18 47499 52735 LOC105372228
18 81561 122378 CTDP1-DT
18 122436 160679 CTDP1
19 6680 10861 AZU1
19 38544 42520 CFD
19 47189 60469 MED16
19 225 48834 SBNO2
19 363933 377460 ZNF430
19 166136 170222 ZNF43
19 109468 155864 GARRE1
19 704 4760 GARRE1
19 13932 30733 GPI
19 4498 8698 CEACAM7
19 145097 146504 LINC01480
19 69046 75207 OSCAR
19 94003 97134 PRPF31-AS1
19 130011 134571 LENG1
19 175657 182446 RPS9
19 224156 232008 LILRB5
19 248553 255849 LILRB2
19 256848 256919 MIR4752
19 270735 275150 LILRA3
19 288498 294581 LILRA5
19 321982 343428 TTYH1
19 351326 355550 LENG8-AS1
19 368246 370292 LENG9
19 371539 379710 CDC42EP5
19 500022 508771 LILRA1
19 551695 551769 MIR8061
19 630130 642277 KIR3DL3
19 644158 658712 KIR2DL3
19 675083 676725 LOC101928804
19 675454 689981 KIR2DL1
19 868682 904536 NLRP2
19 917103 941662 GP6
19 979267 987042 EPS8L1
20 8603 54269 CDH4
20 64117 64233 MIR1257
20 85385 118232 TAF4
20 183 33239 KCNQ2
20 2723 5589 OPRL1
20 8748 12511 NPBWR2
20 73043 150844 MYT1
20 164339 183433 PCMTD2
21 448 9207 BTG3
21 7992 10420 BTG3-AS1
21 6963 14055 LINC00308
21 727 2677 PAXBP1
21 3022 28629 C21orf62-AS1
21 21595 44610 C21orf62
21 5405 32088 IFNGR2
21 92184 95846 DNAJC28
21 108061 115588 GART
21 4876 14638 FTCD
21 10673 11706 FTCD-AS1
21 49816 80959 LSS
21 55460 55529 SNORD159
22 149393 155927 ZNF280A
22 195000 202256 LL22NC03-63E9.3
22 79522 81029 LINC01659
22 108044 132939 FAM230I
22 622 2225 C22orf15
22 2196 4334 CHCHD10
22 9211 20678 MMP11
22 23328 74371 SMARCB1
22 93296 122674 SLC2A11
22 130072 135292 MIF-AS1
22 130745 131585 MIF
22 193776 197568 GSTT2B
22 207734 216870 DDT
22 216394 220281 GSTT2
22 270138 270389 GSTT1-AS1
22 301995 302395 CABIN1
22 59734 259897 RBFOX2
22 21490 40286 PVALB
22 68159 94394 NCF4-AS1
22 81800 101331 NCF4
22 1 1783 PHETA2
22 7871 13117 NDUFA6
22 13278 47694 NDUFA6-DT
22 70204 125539 TCF20
X 1 1995 LINC00685
X 65309 82330 TBX22
1 9639 10601 OR2T4
1 23719 40125 OR2T6
1 51362 58226 OR2T1
1 86777 94734 OR2T7
1 96055 106143 OR2T2
1 123769 124725 OR2T3
1 139007 141531 OR2T5
1 158491 158847 OR2G6
2 4619 122432 LINC01237
2 9378 15971 LINC01238
2 39904 44708 LOC285097
2 91394 127848 LINC01880
2 131061 132275 LINC03100
2 132343 159942 LINC01881
3 3208 47965 MUC4
3 61183 73319 MUC20
3 81285 103902 MIR570HG
3 92903 92999 MIR570
3 140241 145704 LOC105374297
4 97944 278263 FRG1-DT
4 219023 222371 LINC01596
4 361898 364787 FRG2
5 250583 268460 SERF1B
5 449077 466963 SERF1A
5 479670 481266 SMN-AS1
5 516561 573719 NAIP
5 851012 976753 LINC02197
5 1117315 1142082 MCCC2
5 5362 5735 LOC105377753
5 74063 94336 LOC100128340
5 127081 130957 PROP1
6 632 5674 GPX6
6 15762 24836 GPX5
6 77254 81622 ZBED9-AS1
6 138124 144314 LINC00533
6 350142 354217 LINC01623
6 387229 388017 HCG14
6 393697 414684 TRIM27
6 430189 430943 LINC01556
6 471222 475040 HCG15
6 522512 563226 OR2W1-AS1
6 530701 531663 OR2W1
6 572752 573857 OR2B3
6 586033 589247 OR2J1
6 594602 601315 OR2J3
6 657450 662354 OR2J2
6 710539 777029 LINC03003
6 788291 799608 OR14J1
6 840339 855469 OR5V1
6 860028 861896 OR12D3
6 882235 884469 OR12D2
6 903516 904847 OR12D1
6 911953 943524 OR11A1
6 925755 927426 OR10C1
6 973149 974408 MAS1L
6 983927 997016 LINC02829
6 1015869 1020031 LINC01015
6 1036885 1044254 OR2I1P
6 1041996 1046213 UBD
6 1068732 1068808 SNORD32B
6 1071601 1076980 OR2H2
6 1143564 1158838 MOG
6 1158865 1167660 ZFP57
6 1210457 1232895 HLA-F-AS1
6 1274814 1276833 HCG4
6 1358945 1360828 HCP5B
6 1405982 1408566 HCG4B
6 1421892 1425307 HLA-A
6 1454489 1457778 HCG9
6 1585033 1594523 TRIM31-AS1
6 1713805 1805811 HCG17
6 1767091 1806833 HCG18
6 1806146 1823410 TRIM39
6 1808989 1826539 TRIM39-RPP21
6 1824837 1826538 RPP21
6 1995989 1999306 LINC02569
6 2021100 2036209 GNL1
6 2051164 2071240 ABCF1
6 2064056 2064141 MIR877
6 2106598 2126543 ATAT1
6 2182808 2192924 MDC1-AS1
6 2200091 2205161 TUBB
6 2222703 2223413 IER3-AS1
6 2222939 2224287 IER3
6 2246539 2271964 HCG20
6 2292591 2310390 LINC00243
6 2319263 2327902 LINC02570
6 2370652 2370741 MIR4640
6 2387953 2393852 GTF2H4
6 2393984 2406057 VARS2
6 2410947 2411764 SFTA2
6 2425554 2434436 HCG21
6 2463279 2469484 MUC21
6 2485543 2515096 MUC22
6 2593598 2594950 C6orf15
6 2597175 2622485 PSORS1C1
6 2597462 2602822 CDSN
6 2619927 2621459 PSORS1C2
6 2641017 2646639 TCF19
6 2646761 2653124 POU5F1
6 2656176 2668769 PSORS1C3
6 2680204 2686409 HCG27
6 2749675 2753062 HLA-C
6 2834235 2837538 HLA-B
6 2835584 2835676 MIR6891
6 2874645 2880837 MICA-AS1
6 2881078 2895686 MICA
6 2921972 2927272 LINC01149
6 2940505 2943134 HCP5
6 2948554 2949733 HCG26
6 2957247 2972135 MICB-DT
6 2972259 2988464 MICB
6 3006295 3007565 MCCD1
6 3007552 3024174 ATP6V1G2-DDX39B
6 3007559 3019331 DDX39B
6 3013707 3013782 SNORD117
6 3018431 3018508 SNORD84
6 3019634 3020468 DDX39B-AS1
6 3021774 3024068 ATP6V1G2
6 3024177 3036142 NFKBIL1
6 3036884 3049990 LOC100287329
6 3052852 3055623 TNF
6 3057845 3059712 LTB
6 3100364 3100495 SNORA38
6 3111074 3111145 MIR6832
6 3135587 3138068 C6orf47
6 3143371 3147358 CSNK2B
6 3147267 3150837 LY6G5B
6 3153975 3158358 LY6G5C
6 3164245 3180613 ABHD16A
6 3178320 3178382 MIR4646
6 3184156 3195207 LY6G6F-LY6G6D
6 3184156 3187969 LY6G6F
6 3192632 3195207 LY6G6D
6 3207869 3214610 CLIC1
6 3217228 3242108 MSH5-SAPCD1
6 3217285 3239933 MSH5
6 3239913 3242108 SAPCD1
6 3241392 3242846 SAPCD1-AS1
6 3242848 3254570 VWA7
6 3274635 3284208 LSM2
6 3286871 3292534 HSPA1L
6 3292794 3295193 HSPA1A
6 3304991 3307510 HSPA1B
6 3312163 3317005 SNHG32
6 3312510 3312572 SNORD48
6 3314321 3314384 SNORD52
6 3335076 3340239 NEU1
6 3340610 3356422 SLC44A4
6 3355233 3361629 EHMT2-AS1
6 3375208 3423099 C2
6 3377038 3379511 ZBTB12
6 3411901 3419151 C2-AS1
6 3423522 3429511 CFB
6 3448602 3458873 STK19
6 3459484 3473740 C4B
6 3476737 3479966 CYP21A2
6 3479475 3547671 TNXB
6 3553597 3566577 ATF6B
6 3567038 3568619 FKBPL
6 3586700 3591422 PRRT1
6 3591140 3592704 LOC100507547
6 3591867 3602027 PPT2
6 3592338 3606637 PPT2-EGFL8
6 3602947 3606633 EGFL8
6 3606564 3616460 AGPAT1
6 3608382 3608468 MIR6721
6 3616757 3619145 RNF5
6 3618168 3618228 MIR6833
6 3629115 3633872 GPSM3
6 3633192 3662414 NOTCH4
6 3693554 3845808 TSBP1-AS1
6 3828610 3831783 HCG23
6 3831431 3845259 BTNL2
6 3878013 3883135 HLA-DRA
6 3934018 3947156 HLA-DRB3
6 3998045 4011447 HLA-DRB1
6 4072405 4080005 HLA-DQB1
6 4154963 4160771 HLA-DQA2
6 4163486 4163553 MIR3135B
6 4224964 4229203 HLA-DOB
6 4234032 4250938 TAP2
6 4252916 4256878 PSMB8
6 4256285 4258699 PSMB8-AS1
6 4257408 4265903 TAP1
6 4266391 4272052 PSMB9
6 4306371 4315954 LOC100294145
6 4346831 4353223 HLA-DMB
6 4360815 4365297 HLA-DMA
6 4416350 4421759 HLA-DOA
6 4487841 4501470 HLA-DPB1
6 4554809 4560318 HCG24
6 4612372 4615942 SLC39A7
6 4616160 4618332 HSD17B8
6 4619336 4619445 MIR219A1
6 4620001 4624217 RING1
6 4657572 4658370 LOC105375022
6 4661033 4666387 HCG25
6 4683556 4687992 RPS18
6 4688604 4690306 B3GALT4
6 4698712 4698774 MIR6873
6 4701730 4701810 MIR6834
6 4725901 4729428 ZBTB22
6 4730043 4734448 DAXX
6 4735117 4740764 SMIM40
7 62738 87933 LOC105375113
7 69287 75670 LOC101929756
7 136765 141759 LINC03015
7 142039 147786 LINC03014
7 167241 168334 LOC105375115
7 184892 188053 FAM20C
8 112159 317743 DLGAP2
8 175319 231392 DLGAP2-AS1
11 14000 74983 AP2A2
11 49268 75727 KRTAP5-AS1
11 60879 61820 KRTAP5-1
11 73720 74837 KRTAP5-2
11 84118 85016 KRTAP5-3
11 97515 98873 KRTAP5-4
11 139693 141959 FAM99A
11 157058 159125 FAM99B
11 161408 168486 LINC02708
11 170941 171501 KRTAP5-6
11 206152 209195 IFITM10
12 238 1333 TAS2R7
12 4757 5992 TAS2R8
12 7800 8874 TAS2R9
12 23925 25064 TAS2R10
12 44555 366565 PRH1-PRR4
12 44555 48181 PRR4
12 79671 366551 PRH1
12 106632 108268 TAS2R13
12 136116 366551 PRH1-TAS2R14
12 136116 137969 TAS2R14
12 184606 185605 TAS2R50
12 194656 196999 TAS2R20
12 220313 221314 TAS2R19
12 229392 230412 TAS2R31
12 262229 263158 TAS2R46
12 291887 292786 TAS2R45
12 327990 329678 TAS2R30
12 366134 370955 SMIM10L1
12 380956 381900 TAS2R42
12 460877 464670 PRB3
12 502040 505399 PRB4
15 1543 4302 TUBGCP5
15 96576 106332 GOLGA6L1
15 167337 167430 MIR4509-1
15 5441 233614 OCA2
15 244504 569403 HERC2
15 595066 605285 GOLGA6L24
15 702096 702189 MIR4509-2
15 766549 766642 MIR4509-3
15 829359 839570 GOLGA6L25
15 1196581 1393362 APBA2
15 1540540 1545373 NSMCE3
15 1959059 1963287 LCIIAR
15 2480956 2499460 LINC02249
15 2645540 2678539 CHRFAM7A
15 2685447 2699080 GOLGA8Q
15 2836947 2850652 GOLGA8R
15 2876136 2910725 ARHGAP11B-DT
15 2888971 2902693 GOLGA8H
15 2911075 2934763 ARHGAP11B
15 3350802 3350911 MIR211
15 3501822 3510796 LINC02352
15 3508556 3516645 LINC03034
15 3612659 3721509 KLF13
15 3761227 4155812 OTUD7A
15 4751339 4795189 LINC02256
15 4800677 4829326 ARHGAP11A-DT
15 4808041 4821818 GOLGA8N
15 4829724 4854525 ARHGAP11A
15 4830056 4911693 ARHGAP11A-SCG5
15 4856294 4911687 SCG5
15 4880278 4887647 SCG5-AS1
15 4932598 4959704 GREM1
15 4932695 4933459 GREM1-AS1
15 4980141 5155691 FMN1
17 49831 131931 RPH3AL
17 69150 71119 RPH3AL-AS1
17 3030 19023 NXN
17 36376 42918 TIMM22
17 42766 153205 ABR
17 61723 61806 MIR3183
17 18369 26129 CCL18
17 28710 43959 CCL3-AS1
17 42353 44240 CCL3
17 57924 59711 CCL4
17 149003 150892 CCL3L3
17 225408 230823 LOC124905374
17 250577 252466 CCL3L1
17 266611 268581 CCL4L1
17 4259 5284 KRTAP29-1
17 30903 31412 KRTAP9-7
17 41250 41732 KRTAP9-6
17 50746 51726 KRTAP9-9
17 56457 57423 KRTAP9-4
17 165519 165591 MIR4315-1
17 197796 287327 LRRC37A3
17 322453 348359 LINC02210
17 322470 537950 LINC02210-CRHR1
17 486431 537950 CRHR1
17 545477 597641 MAPT-AS1
17 547002 549188 SPPL2C
17 597911 600926 MAPT-IT1
17 701369 701813 STH
17 895677 898827 KANSL1-AS1
17 1032151 1075353 LRRC37A2
17 1110346 1276876 NSF
17 1281918 1338132 WNT3
18 41670 44806 LINC01896
18 44933 64084 SALL3
19 69046 75207 OSCAR
19 94003 97134 PRPF31-AS1
19 130012 134572 LENG1
19 256727 256798 MIR4752
19 270616 275031 LILRA3
19 288422 294512 LILRA5
19 314530 320509 LILRA4
19 369241 402180 KIR2DL2
19 421466 432382 KIR2DL4
19 479358 493372 KIR2DS1
19 610486 646340 NLRP2
19 658907 683466 GP6
19 721071 728846 EPS8L1
22 1 1783 PHETA2
22 7871 13117 NDUFA6
22 13278 47676 NDUFA6-DT
22 48826 53137 CYP2D6
3 3208 49264 MUC4
3 62493 75066 MUC20
3 84169 107546 MIR570HG
3 96547 96643 MIR570
3 143885 149348 LOC105374297
4 307218 309097 LINC01262
4 413120 513516 FRG1-DT
4 530244 533597 LINC01596
6 125227 129279 LINC01623
6 250352 254170 HCG15
6 301624 342341 OR2W1-AS1
6 309816 310778 OR2W1
6 351809 352914 OR2B3
6 365091 368309 OR2J1
6 373664 380371 OR2J3
6 436514 441414 OR2J2
6 489611 556069 LINC03003
6 567334 578661 OR14J1
6 639071 640939 OR12D3
6 661283 663517 OR12D2
6 680444 684435 OR12D1
6 691032 722594 OR11A1
6 704828 706499 OR10C1
6 752220 753479 MAS1L
6 762998 776087 LINC02829
6 794933 799095 LINC01015
6 815947 823316 OR2I1P
6 821058 825275 UBD
6 847801 847877 SNORD32B
6 850670 856049 OR2H2
6 922637 937911 MOG
6 937938 946690 ZFP57
6 989677 1012119 HLA-F-AS1
6 1054016 1056058 HCG4
6 1134684 1136568 HCP5B
6 1181786 1184367 HCG4B
6 1198085 1201438 HLA-A
6 1230641 1233930 HCG9
6 1361157 1370634 TRIM31-AS1
6 1489909 1581974 HCG17
6 1543258 1582996 HCG18
6 1582309 1599575 TRIM39
6 1585152 1602704 TRIM39-RPP21
6 1601002 1602703 RPP21
6 1772090 1775407 LINC02569
6 1797204 1812313 GNL1
6 1827269 1847349 ABCF1
6 1840165 1840250 MIR877
6 1882704 1902650 ATAT1
6 1958919 1969035 MDC1-AS1
6 1976202 1981272 TUBB
6 1998814 1999524 IER3-AS1
6 1999050 2000398 IER3
6 2022799 2048530 HCG20
6 2069153 2086923 LINC00243
6 2095790 2104421 LINC02570
6 2147177 2147266 MIR4640
6 2164511 2170410 GTF2H4
6 2170542 2182776 VARS2
6 2187655 2188472 SFTA2
6 2197281 2210527 MUCL3
6 2202286 2211168 HCG21
6 2240011 2246201 MUC21
6 2262255 2292048 MUC22
6 2370587 2371939 C6orf15
6 2374164 2399422 PSORS1C1
6 2374451 2379806 CDSN
6 2396864 2398396 PSORS1C2
6 2423653 2430016 POU5F1
6 2433068 2445657 PSORS1C3
6 2457092 2463297 HCG27
6 2526549 2529880 HLA-C
6 2551660 2559379 LINC02571
6 2718755 2719934 HCG26
6 2727444 2742405 MICB-DT
6 2742529 2758910 MICB
6 2776735 2778005 MCCD1
6 2777992 2794614 ATP6V1G2-DDX39B
6 2777999 2789773 DDX39B
6 2784146 2784221 SNORD117
6 2788871 2788948 SNORD84
6 2790074 2790908 DDX39B-AS1
6 2792214 2794508 ATP6V1G2
6 2794617 2806586 NFKBIL1
6 2807328 2820434 LOC100287329
6 2823298 2826069 TNF
6 2828291 2830158 LTB
6 2870846 2870977 SNORA38
6 2881551 2881622 MIR6832
6 2906069 2908549 C6orf47
6 2913852 2917839 CSNK2B
6 2917748 2921318 LY6G5B
6 2924456 2928840 LY6G5C
6 2934719 2951088 ABHD16A
6 2948793 2948855 MIR4646
6 2954630 2965681 LY6G6F-LY6G6D
6 2954630 2958443 LY6G6F
6 2963110 2965681 LY6G6D
6 2978342 2985081 CLIC1
6 2987714 3012624 MSH5-SAPCD1
6 2987771 3010450 MSH5
6 3010430 3012624 SAPCD1
6 3011909 3013362 SAPCD1-AS1
6 3013364 3025102 VWA7
6 3045170 3054741 LSM2
6 3057398 3063062 HSPA1L
6 3063322 3065721 HSPA1A
6 3075517 3078033 HSPA1B
6 3082695 3087539 SNHG32
6 3083042 3083104 SNORD48
6 3084854 3084917 SNORD52
6 3105437 3110599 NEU1
6 3110970 3126771 SLC44A4
6 3125582 3131978 EHMT2-AS1
6 3145557 3193452 C2
6 3147387 3149860 ZBTB12
6 3182253 3189502 C2-AS1
6 3193875 3199864 CFB
6 3204614 3204715 MIR1236
6 3218950 3229219 STK19
6 3229830 3250455 C4A
6 3262570 3276826 C4B
6 3279823 3283052 CYP21A2
6 3282561 3350704 TNXB
6 3356630 3369610 ATF6B
6 3370071 3371652 FKBPL
6 3389726 3394448 PRRT1
6 3394167 3395730 LOC100507547
6 3394893 3399299 PPT2
6 3395364 3399299 PPT2-EGFL8
6 3496563 3648808 TSBP1-AS1
6 3631601 3634782 HCG23
6 3680192 3685357 HLA-DRA
6 3814543 3830112 HLA-DRB1
6 3900293 3907537 HLA-DQB1
6 3900709 3901557 HLA-DQB1-AS1
6 3986146 3991955 HLA-DQA2
6 3994662 3994729 MIR3135B
6 4056481 4060720 HLA-DOB
6 4065549 4082338 TAP2
6 4084287 4088249 PSMB8
6 4087656 4090070 PSMB8-AS1
6 4088779 4097274 TAP1
6 4097762 4103421 PSMB9
6 4137694 4147277 LOC100294145
6 4178165 4184557 HLA-DMB
6 4190197 4225039 BRD2
6 4192148 4196630 HLA-DMA
